DFF 1.1
	

	IG-XL Version		9.10.00_uflx(P5.2) 07.23.19.11.00	
	Test Program		LR68_CP1_X4_E04_200116_V04A_PROD_BCV0p71_25C.igxl	
	Date		43847.8305555556	
	User		SUFLX641\wafer	
	Computer Name		SUFLX641	
	Computer OS		Windows 7 Service Pack 1	
	Computer Speed		~3292 Mhz GenuineIntel Intel64 Family 6 Model 45 Stepping 7 (8 Processor(s))	
	Computer Memory		33476168 KB RAM	
	DSP PC		1 DSP PC(s) with 1 Processor(s), GenuineIntel Intel64 Family 6 Model 62 Stepping 4 each with 10 Cores per processor 16	
	Tester		Jaguar	
	Job		CP1	
	Channel Map		ChannelMap_CP_4_site	
	Part	
	Environment	
	Sites		4	
	SitesStartingCount		1	
	Enable Words		Bintable,Temp_25C,CP,CFG_UDR_MON_Read_Enable,CFG_Enable,BKM_Fuse,CFG_Early_Enable,ECID_Enable,CP1,EVS,ECID_DEID_Enable,ECID_nonDEID_Enable,UDR_P_Enable,UDR_E_Enable,MON_Enable,HardIPBin,Prod_CP1,HARDIP_PCIE,HARDIP_PCIEREFBUF,HARDIP_CIO,HARDIP_LPDPRX,HARDIP_LPDPTX,HARDIP_ADC,HARDIP_SEPVM,HARDIP_RLXOSC,HARDIP_AMP,HARDIP_MIPI,HARDIP_EUSB,HARDIP_LLPS,HARDIP_FRO,HARDIP_DCM,HARDIP_IVDM,HARDIP_DSGRINGS,HARDIP_PSR1,HARDIP_VTHSENSOR,HARDIP_WRITERLEAKER,HARDIP_PCIEREFPLL,HARDIP_PCIETXPLL,HARDIP_PCIEAUSPLL,HARDIP_LPDPAUSPLL,HARDIP_CIO3PLL,HARDIP_CIOAUSPLL,HARDIP_ADCLK,HARDIP_SOCPLL,HARDIP_DDRPLL,HARDIP_ULPPLL,HARDIP_FLPPLL,eFuse_All_Enable,XI0_nWire,UID_Enable,UDR_E_Early_Enable,UDR_P_Early_Enable,HARDIP_MTRTSNS,HARDIP_MTRSNS,HARDIP_MTRGR,HARDIP_PCMRINGS,HARDIP_SEPDFM,HardIP_Autorange,Prod_All,Mbist_FingerPrint,Mbist_FingerPrint_Vector,BV_Mbist,UARTToDatalog,Enable_HardIP,SPIROM_1_Write	
	Run Mode		Run	
	Total Execution Time		180.5589799	
	Total Results Overhang		N/A	
	Session Comment	


	Flow Sheet	Line	Flow Step		VBT	
				Total	PreBody	Body	PostBody	TName	TNum	
	Flow_HARDIP_MTRGR	524	MTRGR_MTRGRT5P1A_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P1A_LV	0.0000153					7842504	
	Flow_HARDIP_MTRGR	527	MTRGR_MTRGRT5P2_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P2_LV	0.0000146					7843004	
	Flow_HARDIP_MTRGR	532	MTRGR_MTRGRT5P2A_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P2A_LV	0.0000146					7843504	
	Flow_HARDIP_MTRGR	535	MTRGR_MTRGRT5P3_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P3_LV	0.0000146					7844004	
	Flow_HARDIP_MTRGR	556	MTRGR_MTRGRT5P5_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P5_LV	0.0000143					7844504	
	Flow_HARDIP_MTRGR	573	MTRGR_MTRGRT5P6_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P6_LV	0.0000143					7845004	
	Flow_HARDIP_MTRGR	592	MTRGR_MTRGRT5P7_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P7_LV	0.0000146					7845504	
	Flow_HARDIP_MTRGR	596	MTRGR_MTRGRT5P8_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P8_LV	0.0000146					7846004	
	Flow_HARDIP_MTRGR	637	MTRGR_MTRGRT5P9_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P9_LV	0.0000147					7846504	
	Flow_HARDIP_MTRGR	642	MTRGR_MTRGRT5P10_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P10_LV	0.0000146					7847004	
	Flow_HARDIP_MTRGR	646	MTRGR_MTRGRT5P11_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P11_LV	0.0000143					7847504	
	Flow_HARDIP_MTRGR	687	MTRGR_MTRGRT5P12_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P12_LV	0.0000146					7848004	
	Flow_HARDIP_MTRGR	692	MTRGR_MTRGRT5P13_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P13_LV	0.0000146					7848504	
	Flow_HARDIP_MTRGR	705	MTRGR_MTRGRT6P1_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VIX_ALLFRV_SI_MTRGR_T6P1_LV	0.0000146					7849004	
	Flow_HARDIP_MTRGR	738	MTRGR_MTRGRT6P2_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P2_LV	0.0000146					7849504	
	Flow_HARDIP_MTRGR	771	MTRGR_MTRGRT6P3_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P3_LV	0.0000143					7850004	
	Flow_HARDIP_MTRGR	780	MTRGR_MTRGRT6P4_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P4_LV	0.0000146					7850504	
	Flow_HARDIP_MTRGR	819	MTRGR_MTRGRT2P5_PP_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T2P5_HV	0.0461674					7853004	
	Flow_HARDIP_MTRGR	821	MTRGR_MTRGRT3P1_PP_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T3P1_HV	0.1164366					7853504	
	Flow_HARDIP_MTRGR	848	MTRGR_MTRGRT4P1_PP_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T4P1_HV	0.361444					7854004	
	Flow_HARDIP_MTRGR	865	MTRGR_MTRGRT5P4_PP_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P4_HV	0.0233238					7854504	
	Flow_HARDIP_MTRGR	872	MTRGR_MTRGRT1P0_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T1P0_HV	0.0000186					7855004	
	Flow_HARDIP_MTRGR	905	MTRGR_MTRGRT2P6_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T2P6_HV	0.0000153					7855504	
	Flow_HARDIP_MTRGR	907	MTRGR_MTRGRT2P7_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T2P7_HV	0.0000146					7856004	
	Flow_HARDIP_MTRGR	909	MTRGR_MTRGRT2P8_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T2P8_HV	0.0000146					7856504	
	Flow_HARDIP_MTRGR	911	MTRGR_MTRGRT5P1_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P1_HV	0.0000143					7857004	
	Flow_HARDIP_MTRGR	914	MTRGR_MTRGRT5P1A_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P1A_HV	0.0000146					7857504	
	Flow_HARDIP_MTRGR	917	MTRGR_MTRGRT5P2_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P2_HV	0.0000146					7858004	
	Flow_HARDIP_MTRGR	922	MTRGR_MTRGRT5P2A_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P2A_HV	0.0000147					7858504	
	Flow_HARDIP_MTRGR	925	MTRGR_MTRGRT5P3_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P3_HV	0.0000146					7859004	
	Flow_HARDIP_MTRGR	946	MTRGR_MTRGRT5P5_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P5_HV	0.0000147					7859504	
	Flow_HARDIP_MTRGR	963	MTRGR_MTRGRT5P6_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P6_HV	0.0000146					7860004	
	Flow_HARDIP_MTRGR	982	MTRGR_MTRGRT5P7_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P7_HV	0.0000147					7860504	
	Flow_HARDIP_MTRGR	986	MTRGR_MTRGRT5P8_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P8_HV	0.0000146					7861004	
	Flow_HARDIP_MTRGR	1027	MTRGR_MTRGRT5P9_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P9_HV	0.0000146					7861504	
	Flow_HARDIP_MTRGR	1032	MTRGR_MTRGRT5P10_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P10_HV	0.0000147					7862004	
	Flow_HARDIP_MTRGR	1036	MTRGR_MTRGRT5P11_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P11_HV	0.0000146					7862504	
	Flow_HARDIP_MTRGR	1077	MTRGR_MTRGRT5P12_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P12_HV	0.0000146					7863004	
	Flow_HARDIP_MTRGR	1082	MTRGR_MTRGRT5P13_CZ_TONA0_C_FULP_AN_MTRG_DLL_JTG_COD_ALLFRV_SI_MTRGR_T5P13_HV	0.0000147					7863504	
	Flow_HARDIP_MTRGR	1095	MTRGR_MTRGRT6P1_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VIX_ALLFRV_SI_MTRGR_T6P1_HV	0.0000146					7864004	
	Flow_HARDIP_MTRGR	1128	MTRGR_MTRGRT6P2_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P2_HV	0.0000146					7864504	
	Flow_HARDIP_MTRGR	1161	MTRGR_MTRGRT6P3_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P3_HV	0.0000149					7865004	
	Flow_HARDIP_MTRGR	1170	MTRGR_MTRGRT6P4_CZ_TONA0_C_FULP_AN_MTRG_MEA_JTG_VMX_ALLFRV_SI_MTRGR_T6P4_HV	0.0000146					7865504	
	Flow_HARDIP_MTRGR	1179	BINTABLE	0.0000202	
	Flow_HARDIP_MTRGR	1186	BINTABLE	0.0000165	
	Flow_HARDIP_MTRGR	1187	Disable_HardIP_Datalog_Format	0.0020853					7866004	
	Flow_HARDIP_MTRGR	1188	PRINT	0.0000737	
	Flow_HARDIP_MTRGR	1189	HARDIP_MTRGR_Footer_1	0.0009446					7866504	
	Flow_HARDIP_MTRGR	1190	RETURN	0.0000156	
	Main_Flow_CP1	55	Relay_Off_HARDIP	0.069058	
	Main_Flow_CP1	56	CALL	0.0000345	
	Flow_eFuse_ECID_All_Blank_Check	5	Relay_ON_Default	0.0681995					65000	
	Flow_eFuse_ECID_All_Blank_Check	6	NOP	0.0000187	
	Flow_eFuse_ECID_All_Blank_Check	7	ECID_Early_Header_1	0.0007592					65200	
	Flow_eFuse_ECID_All_Blank_Check	8	FLAG-CLEAR	0.0000215	
	Flow_eFuse_ECID_All_Blank_Check	9	FLAG-CLEAR	0.0000171	
	Flow_eFuse_ECID_All_Blank_Check	10	FLAG-CLEAR	0.0000168	
	Flow_eFuse_ECID_All_Blank_Check	11	FLAG-TRUE	0.0000174	
	Flow_eFuse_ECID_All_Blank_Check	12	FLAG-TRUE	0.0000352	
	Flow_eFuse_ECID_All_Blank_Check	13	IF	0.0000196	
	Flow_eFuse_ECID_All_Blank_Check	14	IF	0.0000155	
	Flow_eFuse_ECID_All_Blank_Check	15	ECID_ALLBlankCheck_NV	0.0293691					66000	
	Flow_eFuse_ECID_All_Blank_Check	16	BINTABLE	0.000029	
	Flow_eFuse_ECID_All_Blank_Check	17	ENDIF	0.0000103	
	Flow_eFuse_ECID_All_Blank_Check	18	ENDIF	0.0000084	
	Flow_eFuse_ECID_All_Blank_Check	19	ECID_Early_Footer_1	0.0008351					66400	
	Flow_eFuse_ECID_All_Blank_Check	20	RETURN	0.0000177	
	Main_Flow_CP1	57	CALL	0.0000488	
	Flow_eFuse_ECID_DEID	5	Relay_ON_Default	0.0683018					80000	
	Flow_eFuse_ECID_DEID	6	NOP	0.0000193	
	Flow_eFuse_ECID_DEID	7	FLAG-CLEAR	0.0000248	
	Flow_eFuse_ECID_DEID	8	FLAG-CLEAR	0.0000168	
	Flow_eFuse_ECID_DEID	9	FLAG-CLEAR	0.0000171	
	Flow_eFuse_ECID_DEID	10	FLAG-CLEAR	0.0000168	
	Flow_eFuse_ECID_DEID	11	FLAG-TRUE	0.0000178	
	Flow_eFuse_ECID_DEID	12	FLAG-TRUE	0.0000165	
	Flow_eFuse_ECID_DEID	13	FLAG-TRUE	0.0000094	
	Flow_eFuse_ECID_DEID	14	FLAG-TRUE	0.000009	
	Flow_eFuse_ECID_DEID	15	ECID_DEID_Header_1	0.0007558					81000	
	Flow_eFuse_ECID_DEID	16	IF	0.000024	
	Flow_eFuse_ECID_DEID	17	ECID_BlankCheck_NV	0.0203319					81200	
	Flow_eFuse_ECID_DEID	18	BINTABLE	0.0000298	
	Flow_eFuse_ECID_DEID	19	ECID_WriteDSSC_DEID_NV	0.0000189					81400	
	Flow_eFuse_ECID_DEID	20	BINTABLE	0.0000221	
	Flow_eFuse_ECID_DEID	21	ECID_MarginRead_NV	0.0000168					81600	
	Flow_eFuse_ECID_DEID	22	BINTABLE	0.0000218	
	Flow_eFuse_ECID_DEID	23	ECID_SingleDoubleBit_NV	0.0000165					81800	
	Flow_eFuse_ECID_DEID	24	BINTABLE	0.000023	
	Flow_eFuse_ECID_DEID	25	ShowECIDData	0.0000168					82000	
	Flow_eFuse_ECID_DEID	26	BINTABLE	0.0000215	
	Flow_eFuse_ECID_DEID	29	ENDIF	0.0000096	
	Flow_eFuse_ECID_DEID	30	ECID_DEID_Footer_1	0.00087					82500	
	Flow_eFuse_ECID_DEID	31	RETURN	0.0000174	
	Main_Flow_CP1	58	CALL	0.0000569	
	Flow_eFuse_Config_Early	5	Relay_ON_Default	0.0684487					1570003	
	Flow_eFuse_Config_Early	6	NOP	0.0000184	
	Flow_eFuse_Config_Early	7	FLAG-FALSE	0.0000224	
	Flow_eFuse_Config_Early	8	FLAG-CLEAR	0.0000174	
	Flow_eFuse_Config_Early	9	FLAG-CLEAR	0.0000168	
	Flow_eFuse_Config_Early	10	FLAG-TRUE	0.0000171	
	Flow_eFuse_Config_Early	11	CFG_Early_Header_1	0.0007406					1570603	
	Flow_eFuse_Config_Early	12	IF	0.0000233	
	Flow_eFuse_Config_Early	13	Config_BlankCheck_Early_NV	0.0854122					1570803	
	Flow_eFuse_Config_Early	15	NOP	0.0000211					1571003	
	Flow_eFuse_Config_Early	16	BINTABLE	0.0000402	
	Flow_eFuse_Config_Early	17	BINTABLE	0.0000326	
	Flow_eFuse_Config_Early	18	Config_WritePartial_CP1EDV	0.0000202					1571303	
	Flow_eFuse_Config_Early	19	Config_WriteDSSC_Early_NV	0.0000417					1571403	
	Flow_eFuse_Config_Early	20	BINTABLE	0.000033	
	Flow_eFuse_Config_Early	21	Config_ReadPartial_CP1EDV	0.0000165					1571603	
	Flow_eFuse_Config_Early	22	Config_MarginRead_Early_NV	0.0000239					1571703	
	Flow_eFuse_Config_Early	23	BINTABLE	0.000027	
	Flow_eFuse_Config_Early	24	Config_SingleDoubleBit_Early_NV	0.2596652					1571903	
	Flow_eFuse_Config_Early	25	BINTABLE	0.0000314	
	Flow_eFuse_Config_Early	26	Config_Efuse_Syntax_Chk_Early	0.0103122					1572103	
	Flow_eFuse_Config_Early	27	BINTABLE	0.0000292	
	Flow_eFuse_Config_Early	28	ENDIF	0.0000103	
	Flow_eFuse_Config_Early	29	CFG_Early_Footer_1	0.000857					1572403	
	Flow_eFuse_Config_Early	30	RETURN	0.0000165	
	Main_Flow_CP1	59	NOP	0.0000367	
	Main_Flow_CP1	60	NOP	0.000014	
	Main_Flow_CP1	61	NOP	0.0000103	
	Main_Flow_CP1	62	CALL	0.0000265	
	Flow_DCTEST_IDS	5	DCTEST_IDS_Header_1	0.000841	
	Flow_DCTEST_IDS	6	PRINT	0.0000252	
	Flow_DCTEST_IDS	7	IDS_IDS_PP_TONA0_S_FULP_IO_POPX_NAN_DAA_DIO_ALLFRV_SI_IDS_NV	0.4182484	
	Flow_DCTEST_IDS	91	Set_IDS_Data_To_eFuse_CP1	0.0062132	
	Flow_DCTEST_IDS	92	Set_IDS_Data_To_eFuse_Gfx8forBinCheck_CP1	0.0022424	
	Flow_DCTEST_IDS	182	PRINT	0.0000246	
	Flow_DCTEST_IDS	183	DCTEST_IDS_Footer_1	0.0006392	
	Flow_DCTEST_IDS	184	CALL	0.0000255	
	Flow_Rtos_IDS	5	ReloadUARTModules	0.0000364	
	Flow_Rtos_IDS	6	NOP	0.0000227	
	Flow_Rtos_IDS	7	DCTEST_RTOS_IDS_Header_1	0.0008996	
	Flow_Rtos_IDS	8	PRINT	0.0000249	
	Flow_Rtos_IDS	9	RTOS_Boot	2.0206824	
	Flow_Rtos_IDS	10	IDS_Rtos_PP_TONA0_P_FULP_FU_S094_PFF_RTS_FUN_ALLFV_SI_BBQOFF_ff1102134_NV	0.6396325	
	Flow_Rtos_IDS	116	PRINT	0.0000426	
	Flow_Rtos_IDS	117	DCTEST_RTOS_IDS_Footer_1	0.0009801	
	Flow_Rtos_IDS	118	Relay_ON_Default	0.0681273	
	Flow_Rtos_IDS	119	RETURN	0.0000218	
	Flow_DCTEST_IDS	185	RETURN	0.0000165	
	Main_Flow_CP1	63	CALL	0.0000542	
	Flow_HARDIP_MTR_eFuse	5	PRINT	0.0000728	
	Flow_HARDIP_MTR_eFuse	6	MTRTSNS_OFFCAL_FUSE_PREWRITE	0.007649	
	Flow_HARDIP_MTR_eFuse	7	MTRTSNS_COEFFICIENT_FUSE_PREWRITE	0.0270411	
	Flow_HARDIP_MTR_eFuse	20	MTRGR_VREF_FUSE_PREWRITE	0.0035363	
	Flow_HARDIP_MTR_eFuse	21	MTRGR_OFFSET_FUSE_PREWRITE	0.0017975	
	Flow_HARDIP_MTR_eFuse	22	MTRGR_GAIN_FUSE_PREWRITE	0.001819	
	Flow_HARDIP_MTR_eFuse	23	MTRGR_TRC_FUSE_PREWRITE	0.0017835	
	Flow_HARDIP_MTR_eFuse	25	PRINT	0.0000333	
	Flow_HARDIP_MTR_eFuse	26	RETURN	0.000024	
	Main_Flow_CP1	64	CALL	0.0000535	
	Flow_IO_fuse	5	IO_DCDS4TRIM_FUSE_PREWRITE_DCDS4TRIM	0.0036871					139950	
	Flow_IO_fuse	6	IO_DCDS8TRIM_FUSE_PREWRITE_DCDS8TRIM	0.0037524					143850	
	Flow_IO_fuse	7	IO_DCDS14TRIM_FUSE_PREWRITE_DCDS14TRIM	0.002856					150150	
	Flow_IO_fuse	8	RETURN	0.0000168	
	Main_Flow_CP1	65	CALL	0.0000504	
	Flow_SocScan_Sa	5	NOP	0.0000383	
	Flow_SocScan_Sa	6	FLAG-CLEAR	0.0000482	
	Flow_SocScan_Sa	7	FLAG-CLEAR	0.0000189	
	Flow_SocScan_Sa	8	FLAG-CLEAR	0.0000236	
	Flow_SocScan_Sa	9	FLAG-CLEAR	0.0000221	
	Flow_SocScan_Sa	10	NOP	0.0000184	
	Flow_SocScan_Sa	11	PRINT	0.0000383	
	Flow_SocScan_Sa	12	SocSa_Header_1	0.0008492					330000	
	Flow_SocScan_Sa	13	PRINT	0.0000304	
	Flow_SocScan_Sa	14	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cca0_saa_com_aut_allfrv_DM_HV	0.0382945					330200	
	Flow_SocScan_Sa	15	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cca0_saa_com_aut_allfrv_DM_HV	0.0270377					330400	
	Flow_SocScan_Sa	16	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccb0_saa_com_aut_allfrv_DM_HV	0.0273876					330600	
	Flow_SocScan_Sa	17	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccb0_saa_com_aut_allfrv_DM_HV	0.0275901					330800	
	Flow_SocScan_Sa	18	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccc0_saa_com_aut_allfrv_DM_HV	0.0255553					331000	
	Flow_SocScan_Sa	19	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccc0_saa_com_aut_allfrv_DM_HV	0.0260318					331200	
	Flow_SocScan_Sa	20	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccd0_saa_com_aut_allfrv_DM_HV	0.0256266					331400	
	Flow_SocScan_Sa	21	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccd0_saa_com_aut_allfrv_DM_HV	0.0251488					331600	
	Flow_SocScan_Sa	22	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cce0_saa_com_aut_allfrv_DM_HV	0.0257854					331800	
	Flow_SocScan_Sa	23	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cce0_saa_com_aut_allfrv_DM_HV	0.0267354					332000	
	Flow_SocScan_Sa	24	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccf0_saa_com_aut_allfrv_DM_HV	0.0261792					332200	
	Flow_SocScan_Sa	25	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccf0_saa_com_aut_allfrv_DM_HV	0.0263453					332400	
	Flow_SocScan_Sa	26	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccg0_saa_com_aut_allfrv_DM_HV	0.031258					332600	
	Flow_SocScan_Sa	27	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccg0_saa_com_aut_allfrv_DM_HV	0.0261058					332800	
	Flow_SocScan_Sa	28	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cch0_saa_com_aut_allfrv_DM_HV	0.0261124					333000	
	Flow_SocScan_Sa	29	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cch0_saa_com_aut_allfrv_DM_HV	0.0257099					333200	
	Flow_SocScan_Sa	30	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cci0_saa_com_aut_allfrv_DM_HV	0.0272956					333400	
	Flow_SocScan_Sa	31	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cci0_saa_com_aut_allfrv_DM_HV	0.0266829					333600	
	Flow_SocScan_Sa	32	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccj0_saa_com_aut_allfrv_DM_HV	0.027835					333800	
	Flow_SocScan_Sa	33	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccj0_saa_com_aut_allfrv_DM_HV	0.0287317					334000	
	Flow_SocScan_Sa	34	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cck0_saa_com_aut_allfrv_DM_HV	0.0280564					334200	
	Flow_SocScan_Sa	35	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cck0_saa_com_aut_allfrv_DM_HV	0.0278629					334400	
	Flow_SocScan_Sa	36	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccl0_saa_com_aut_allfrv_DM_HV	0.0263155					334600	
	Flow_SocScan_Sa	37	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccl0_saa_com_aut_allfrv_DM_HV	0.0255988					334800	
	Flow_SocScan_Sa	38	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccm0_saa_com_aut_allfrv_DM_HV	0.0256237					335000	
	Flow_SocScan_Sa	39	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccm0_saa_com_aut_allfrv_DM_HV	0.027136					335200	
	Flow_SocScan_Sa	40	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccn0_saa_com_aut_allfrv_DM_HV	0.0274337					335400	
	Flow_SocScan_Sa	41	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccn0_saa_com_aut_allfrv_DM_HV	0.0265149					335600	
	Flow_SocScan_Sa	42	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cco0_saa_com_aut_allfrv_DM_HV	0.0263603					335800	
	Flow_SocScan_Sa	43	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cco0_saa_com_aut_allfrv_DM_HV	0.026388					336000	
	Flow_SocScan_Sa	44	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_ccp0_saa_com_aut_allfrv_DM_HV	0.026815					336200	
	Flow_SocScan_Sa	45	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_ccp0_saa_com_aut_allfrv_DM_HV	0.0265469					336400	
	Flow_SocScan_Sa	46	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_caa0_saa_com_aut_allfrv_DM_HV	0.0254517					336600	
	Flow_SocScan_Sa	47	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_caa0_saa_com_aut_allfrv_DM_HV	0.0260921					336800	
	Flow_SocScan_Sa	48	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cab0_saa_com_aut_allfrv_DM_HV	0.0256162					337000	
	Flow_SocScan_Sa	49	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cab0_saa_com_aut_allfrv_DM_HV	0.0250894					337200	
	Flow_SocScan_Sa	50	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cac0_saa_com_aut_allfrv_DM_HV	0.0250944					337400	
	Flow_SocScan_Sa	51	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cac0_saa_com_aut_allfrv_DM_HV	0.0250663					337600	
	Flow_SocScan_Sa	52	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cad0_saa_com_aut_allfrv_DM_HV	0.0314055					337800	
	Flow_SocScan_Sa	53	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cad0_saa_com_aut_allfrv_DM_HV	0.0256574					338000	
	Flow_SocScan_Sa	54	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cua0_saa_unc_aut_allfrv_DM_HV	0.0267385					338200	
	Flow_SocScan_Sa	55	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cua0_saa_unc_aut_allfrv_DM_HV	0.0290449					338400	
	Flow_SocScan_Sa	56	SocSaChain_DSRMDSSC_pp_tona0_s_pl00_ch_cub0_saa_unc_aut_allfrv_DM_HV	0.030663					338600	
	Flow_SocScan_Sa	57	SocSaChain_DSRMDSSC_pp_tona0_s_pl01_ch_cub0_saa_unc_aut_allfrv_DM_HV	0.0286443					338800	
